Symbol Name,Character,UEB,UEB MathML example,BAUK,BAUK MathML example,Marburg,Marburg Mathml example,Unified Spanish ,Unified Spanish mathml example,Woluwe,Woluwe mathml example,Antoine,Antoine mathml example,Italian,Italian mathml example,Swedish,Sweden mathml example,Finnish,Mathml  example,Russian,Mathml example,Unified Arabic,Unified Arabic ASCII
"greek capital letter delta (discriminant, laplace operator)",,,,⠸⠙,,⠰⠘⠙,,⠘⠙,,⠸⠙,,⠨⠘⠙,,⠰⠙,,⠰⠠⠙,,⠸⠙,,⠸⠙,,⠈⠨⠙, @.d
Greek-letter indicator,,⠨,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">&alpha;</mi></math",⠨,,⠰,,⠈,Α,⠰,,⠘,,⠘,,⠰,,⠨,,⠰,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>&#x3B1;</mi></math>",,
Greek-letter indicator for alternative letters,,,,,,,,,,,,,,,,,,,,,,,
Greek-letter indicator for standard letters,,,,,,,,,,,,,,,,,,,,,,,
haversine,,,,,,,,,,,,,,,,,,,,,,,
Hebrew-letter indicator,,,,,,,,,,,,⠘⠘,,,,,,,,,,,
hollow dot,∘,⠐⠴,,⠳⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&compfn;</mo><mi mathvariant=""italic"">y</mi></math>",⠴,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&compfn;</mo><mi mathvariant=""italic"">y</mi></math>",⠠⠆,,⠠⠴,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">∘</mo><mi mathvariant=""italic"">y</mi></math>",⠸⠼,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">∘</mo><mi mathvariant=""italic"">y</mi></math>",⠰⠴,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">f</mi><mo mathvariant=""normal"">&compfn;</mo><mi mathvariant=""italic"">g</mi></math>",⠘⠦⠋⠅⠕⠍⠘⠴,,⠳⠿,,,,⠈⠘⠴, @^0
,,,,⠳⠿,,,,,,,,,,,,,,,,,,,
horizontal bar (macron),,⠱,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover accent=""true""><mrow><mi mathvariant=""normal"">M</mi><mi mathvariant=""normal"">N</mi></mrow><mo mathvariant=""normal"">&macr;</mo></mover></math>",⠱,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover accent=""true""><mrow><msub><mi mathvariant=""italic"">a</mi><mrow><mn mathvariant=""normal"">3</mn></mrow></msub></mrow><mo mathvariant=""normal"">&macr;</mo></mover></math>",⠒,,,,⠸⠒,,,,⠬,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><mi>A</mi><mo>&#xAF;</mo></mover></math>",,,,,⠒,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><mrow><mi>a</mi><mi>b</mi><mi>c</mi><mi>d</mi></mrow><mo>&#xAF;</mo></mover></math>",,
Στον Russian το δεύτερο είναι για παραπάνω από ένα σύμβολα,,,,,,,,,,,,,,,,,,,,⠘⠒,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><mrow><mi>K</mi><mi>L</mi></mrow><mo>&#xAF;</mo></mover></math>",,
horizontal complex fraction line,,,,,,,,,,,,,,,,⠳⠳,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mstyle displaystyle=""true""><mfrac bevelled=""true""><mn>9</mn><mn>6</mn></mfrac></mstyle><mn>3</mn></mfrac></math>",,,,,,
horizontal fraction line in spatial arrangement  ,,,,,,,,,,,,,,,,,,,,,,,
horizontal hypercomplex fraction line,,,,,,,,,,,,,,,,,,,,,,,
horizontal simple fraction line,,⠨⠌ (general fraction line),,⠸⠌,,⠳,,⠲,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi mathvariant=""italic"">a</mi></mrow><mrow><mi mathvariant=""italic"">c</mi></mrow></mfrac></math>",⠳,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi mathvariant=""normal"">(</mi><mi mathvariant=""italic"">p</mi><mi mathvariant=""normal"">+</mi><mi mathvariant=""italic"">q</mi><mi mathvariant=""normal"">)</mi></mrow><mrow><mi mathvariant=""italic"">n</mi></mrow></mfrac></math>",⠌,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi>a</mi><mo>+</mo><mi>b</mi></mrow><mi>a</mi></mfrac><mspace linebreak=""newline""/></math>",,,⠳,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mi>x</mi><mn>2</mn></mfrac><mo>=</mo><mn>9</mn></math>",,,⠳,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mo>-</mo><mn>6</mn></mrow><mrow><mn>4</mn><mo>+</mo><mn>5</mn></mrow></mfrac></math>",,
horizontal two-way arrow,,⠳⠺⠗⠕,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">x</mi><mo mathvariant=""normal"">&harr;</mo><mi mathvariant=""normal"">y</mi></math>",⠪⠒⠕,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>A</mi><mo>↔</mo><mi>B</mi></math>",⠪⠒⠒⠕,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>↔</mo><mi>y</mi></math>",,,⠂⠒⠂,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>↔</mo><mi>y</mi></math>",⠐⠻,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>↔</mo><mi>y</mi></math>",⠪⠒⠕,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>A</mi><mo>↔</mo><mi>B</mi></math>",⠪⠒⠕,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>↔</mo><mi>y</mi></math>",⠣⠤⠱⠀,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>↔</mo><mi>y</mi></math>",,,⠻⠳⠪⠒⠕,}|{3o
,,,,,,⠐⠒⠂,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>↔</mo><mi>y</mi></math>",,,,,,,,,,,,,,,,
  hyperbolic contangent,,,,⠫⠓⠳,,⠫⠦⠳,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">c</mi><mi mathvariant=""normal"">t</mi><mi mathvariant=""normal"">n</mi><mi mathvariant=""normal"">h</mi><mi mathvariant=""normal""> </mi><mi mathvariant=""normal"">x</mi></math>",⠉⠞⠓⠄,,,,,,,,,,,,,,,
hyperbolic cosin,,,,⠫⠓⠉,,⠫⠦⠉,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi class=""unknown_entity"" >cosh</mi><mi>x</mi></math>",⠉⠓⠄,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi class=""unknown_entity"" >cosh</mi><mi>x</mi></math>",,,,,,,,,,,,,,
hyperbolic cotangent,,,,,,,,,,,,,,,,,,,,,,,
hyperbolic csch,,,,⠫⠓⠣,,,,⠉⠕⠎⠑⠉⠓⠄,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">c</mi><mi mathvariant=""normal"">s</mi><mi mathvariant=""normal"">c</mi><mi mathvariant=""normal"">h</mi><mi mathvariant=""normal""> </mi><mi mathvariant=""normal"">x</mi></math>",,,,,,,,,,,,,,
hyperbolic secant,,,,⠫⠓⠤,,,,⠎⠑⠉⠓⠄,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">sech</mi><mi mathvariant=""italic"">x</mi></math>",,,,,,,,,,,,,,
hyperbolic sine,,,,⠫⠓⠎,,⠫⠦⠎,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">sinh</mi><mi mathvariant=""italic"">x</mi></math>",⠎⠓⠄,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">sinh</mi><mi mathvariant=""italic"">x</mi></math>",,,,,,,⠎⠊⠝⠓,,⠎⠊⠝⠓,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">sinh</mi><mi mathvariant=""italic"">x</mi></math>",,,,
hyperbolic tangent,,,,⠫⠓⠞,,⠫⠦⠞,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">tanh</mi><mi mathvariant=""italic"">x</mi></math>",⠞⠓⠄,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">tanh</mi><mi mathvariant=""italic"">x</mi></math>",,,,,,,,,,,,,,
hyphen,-,⠤,,⠐,,⠤,,,,,,,,,,⠤,,,,⠤,,,
"identify (is congruent to, is identical with)",,⠸⠿,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">p</mi><mo mathvariant=""normal"">&equiv;</mo><mi mathvariant=""normal"">q</mi></math>",⠶⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&equiv;</mo><mi mathvariant=""italic"">y</mi></math>",⠶⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&equiv;</mo><mi mathvariant=""italic"">y</mi></math>",⠶⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&equiv;</mo><mi mathvariant=""italic"">y</mi></math>",⠀⠶⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&equiv;</mo><mi mathvariant=""italic"">y</mi></math>",⠶⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&equiv;</mo><mi mathvariant=""italic"">y</mi></math>",⠶⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&equiv;</mo><mi mathvariant=""italic"">y</mi></math>",⠶⠶,,⠰⠶,,,,⠰⠶⠶,;77
imaginary part,,,,⠫⠊⠍,,,,,,,,,,,,,,,,,,,
"inclusion sign ( is contained in, is a subset of )",,⠘⠣,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">&sub;</mo><mi mathvariant=""italic"">B</mi></math>",⠳⠪,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊂</mo><mi mathvariant=""italic"">B</mi></math>",⠣⠄,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊂</mo><mi mathvariant=""italic"">B</mi></math>",⠣⠄,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊂</mo><mi mathvariant=""italic"">B</mi></math>",⠐⠣,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊂</mo><mi mathvariant=""italic"">B</mi></math>",⠨⠡,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊂</mo><mi mathvariant=""italic"">B</mi></math>",⠰⠣,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊂</mo><mi mathvariant=""italic"">B</mi></math>",⠻⠠⠪,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊂</mo><mi mathvariant=""italic"">B</mi></math>",⠳⠪,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊂</mo><mi mathvariant=""italic"">B</mi></math>",⠯,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>A</mi><mo>&#x2282;</mo><mi>B</mi></math>",⠘⠣,^<
Second symbol in Italian code is reverse implication,,,,,,,,,,,,,,⠪⠒,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊂</mo><mi mathvariant=""italic"">B</mi></math>",,,,,,,,
inclusion sign through equals sign,,,,,,,,⠣⠆,,,,,,,,,,,,,,,
index of radical,,,,,,⠌,,,,⠌,,⠈,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mroot><mi>a</mi><mn>4</mn></mroot></math>",,,,,,,,,,
infimum,,,,⠫⠊⠝⠋,,,,,,,,,,,,,,,,,,,
infinity,∞,⠼⠿,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo mathvariant=""normal"">&infin;</mo><mi mathvariant=""normal"">+</mi><mn mathvariant=""normal"">1</mn><mi mathvariant=""normal"">=</mi><mo mathvariant=""normal"">&infin;</mo></math>",⠿,,⠼⠿,,⠼⠳,,⠼⠿,,⠘⠉,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>A</mi><mo>=</mo><mo>&#x221E;</mo></math>",⠬,,⠼⠿,,⠿,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mi mathvariant=""normal"">=</mi><mo mathvariant=""normal"">&infin;</mo></math>",⠻,,⠼⠇,#l
integral with superposed circle,,⠈⠮,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mstyle displaystyle=""true"" mathvariant=""normal""><mo>&conint;</mo></mstyle><mrow><mi mathvariant=""normal"">C</mi></mrow></msub><mi mathvariant=""normal"">M</mi><mi mathvariant=""normal"">d</mi><mi mathvariant=""normal"">x</mi><mi mathvariant=""normal"">+</mi><mi mathvariant=""normal"">N</mi><mi mathvariant=""normal"">d</mi><mi mathvariant=""normal"">y</mi></math>",⠈⠮,,⠮⠴,,⠯⠴⠱,,,,⠨⠯,,⠻⠕,,⠻⠮,,,,,,⠈⠮, @!
  integral with superposed infinity,,,,,,,,,,,,,,,,,,,,,,,
integral with superposed rectangle,,,,,,,,,,,,,,,,,,,,,,,
 integral with superposed square,,⠰⠰⠮⠯⠫⠼⠙⠱,,,,,,,,,,,,,,,,,,,,,
interior angles,,,,,,,,,,,,,,,,,,,,,,,
interior shape-modification indicator,,,,,,,,,,,,,,,,,,,,,,,
intersecting lines,,,,,,,,,,,,,,,,,,,,,,,   
intersection sign ( cap ),,⠨⠦,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">A</mi><mo mathvariant=""normal"">&cap;</mo><mi mathvariant=""normal"">B</mi></math>",⠳⠦,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">∩</mo><mi mathvariant=""italic"">B</mi></math>",⠬⠄,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">∩</mo><mi mathvariant=""italic"">B</mi></math>",⠸⠱,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">∩</mo><mi mathvariant=""italic"">B</mi></math>",⠐⠬,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">∩</mo><mi mathvariant=""italic"">B</mi></math>",⠘⠖,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">∩</mo><mi mathvariant=""italic"">B</mi></math>",⠰⠦,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">A</mi><mo mathvariant=""normal"">&cap;</mo><mi mathvariant=""normal"">B</mi></math>",⠻⠎,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">∩</mo><mi mathvariant=""italic"">B</mi></math>",⠳⠦,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">∩</mo><mi mathvariant=""italic"">B</mi></math>",⠰⠲,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">∩</mo><mi mathvariant=""italic"">B</mi></math>",⠬⠦,0
inverted caret,,,,⠈⠜,,,,,,,,⠸⠘⠒,,⠱⠱,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover accent=""true""><mrow><mi mathvariant=""italic"">o</mi></mrow><mo mathvariant=""normal"">⌄</mo></mover></math>",,,,,⠰⠔,,⠈⠘⠜, @^>
inverted caret over equals sign,,,,,,,,,,,,,,,,,,,,,,,
irregular hexagon,,,,,,,,,,,,,,,,,,,,,,,
irregular pentagon,,,,,,,,,,,,,,,,,,,,,,,
is not an element of,∉,⠘⠑⠈⠱,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn mathvariant=""normal"">4</mn><mo mathvariant=""normal"">&notin;</mo><mi mathvariant=""normal"">A</mi></math>",⠐⠳⠔,,⠔⠯⠑,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">x</mi><mo mathvariant=""normal"">&notin;</mo><mi mathvariant=""normal"">A</mi></math>",⠘⠣⠂,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">∉</mo><mi mathvariant=""italic"">A</mi></math>", ⠔⠈⠑,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">∉</mo><mi mathvariant=""italic"">A</mi></math>",⠘⠌,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">∉</mo><mi mathvariant=""italic"">A</mi></math>",⠘⠐⠣,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">∉</mo><mi mathvariant=""italic"">A</mi></math>",⠈⠻⠠⠞,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi>

<mo mathvariant=""normal"">∉</mo><mi mathvariant=""italic"">A</mi></math>",⠳⠐⠔,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">3</mi><mo mathvariant=""normal"">∉</mo><mi mathvariant=""italic"">B</mi></math>",⠘⠪,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>-</mo><mn>8</mn><mo>&#x2209;</mo><mo>(</mo><mn>3</mn><mo>,</mo><mn>7</mn><mo>]</mo></math>",⠬⠘⠑, +^e
is not identical to,,,,⠐⠶⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo>≢</mo><mi mathvariant=""normal"">y</mi></math>",⠔⠶⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&nequiv;</mo><mi mathvariant=""italic"">y</mi></math>",⠘⠶⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo>≢</mo><mi mathvariant=""normal"">y</mi></math>",⠔⠶⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo>≢</mo><mi mathvariant=""normal"">y</mi></math>",⠨⠶⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo>≢</mo><mi mathvariant=""normal"">y</mi></math>",⠘⠶⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo>≢</mo><mi mathvariant=""normal"">y</mi></math>",⠈⠶⠶,,⠐⠰⠶,,,,,
is not parallel to,,,,,, ,,,,⠔⠌⠌,,,,⠘⠐⠿,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>r</mi><mo>&#x2226;</mo><mi>s</mi></math>",⠈⠸⠸,,⠐⠸⠸,,,,⠐⠸⠸," ""__"
is not perpendicular to ,,,,,,,,,,⠔⠼⠄,,,,⠘⠼⠄,,,,,,,,,
is parallel to,∥,⠼⠇,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">M</mi><mi mathvariant=""normal"">N</mi><mo mathvariant=""normal"">&parsl;</mo><mi mathvariant=""normal"">B</mi><mi mathvariant=""normal"">D</mi></math>",⠸⠸,,⠈⠿,,⠸⠇,,⠐⠌⠌,,⠸⠳,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">(</mi><mi mathvariant=""italic"">D</mi><mi mathvariant=""normal"">)</mi><mo mathvariant=""normal"">&parsl;</mo><mi mathvariant=""normal"">(</mi><mi mathvariant=""normal"">&Delta;</mi><mi mathvariant=""normal"">)</mi></math>",⠐⠿,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">r</mi><mo mathvariant=""normal"">&parsl;</mo><mi mathvariant=""normal"">s</mi></math>",⠸⠸,,⠸⠸,,⠸⠸,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mi mathvariant=""italic"">B</mi><mo mathvariant=""normal"">∥</mo><mi mathvariant=""

italic"">C</mi><mi mathvariant=""italic"">D</mi></math>",⠸⠸,__
is perpendicular to,⊥,⠼⠤,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">F</mi><mi mathvariant=""normal"">G</mi><mo mathvariant=""normal"">&perp;</mo><mi mathvariant=""normal"">F</mi><mi mathvariant=""normal"">E</mi></math>",⠼⠄,, ⠼⠄,,⠼⠄,,⠐⠼⠄,,⠘⠳,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mi mathvariant=""italic"">B</mi><mo mathvariant=""normal"">&perp;</mo><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">&prime;</mo><mi mathvariant=""italic"">B</mi><mo mathvariant=""normal"">&prime;</mo></math>",⠼⠄,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">r</mi><mo mathvariant=""normal"">&perp;</mo><mi mathvariant=""normal"">s</mi></math>",⠻⠝,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mi mathvariant=""italic"">B</mi><mo mathvariant=""normal"">⊥</mo><mi mathvariant=""italic"">C</mi><mi mathvariant=""italic"">D</mi></math>",⠼⠄,,⠼⠄,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">a</mi><mo mathvariant=""normal"">&perp;</mo><mi mathvariant=""normal"">b</mi></math>",⠼⠄,#'
isosceles triangle,,,,,,,,,,,,,,,,,,,,,,,
it does not follow that,,,,,,,,,,,,,,,,,,,,,,,
italic type indicator,,,,,,,,,,,,⠸,,,,,,,,,,,
l b bar symbol,,,,,,,,,,,,,,,,,,,,,,⠸⠒,_3
left and right transcriber's grouping symbol,,,,,,,,,,,,,,,,,,,,,,,
left angle bracket ( angular parenthesis ),⟨,⠈⠣,,⠨⠷,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo mathvariant=""normal"">&lang;</mo><mi mathvariant=""normal"">x</mi><mi mathvariant=""normal"">+</mi><mi mathvariant=""normal"">y</mi><mo mathvariant=""normal"">&rang;</mo></math>",⠠⠷,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo mathvariant=""normal"">&lang;</mo><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">,</mo><mi mathvariant=""italic"">y</mi><mo mathvariant=""normal"">&rang;</mo></math>",⠐⠅,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo mathvariant=""normal"">&lang;</mo><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">,</mo><mi mathvariant=""italic"">y</mi><mo mathvariant=""normal"">&rang;</mo></math>",,,,,⠣,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo mathvariant=""normal"">&lang;</mo><mi mathvariant=""normal"">x</mi><mi mathvariant=""normal"">+</mi><mi mathvariant=""normal"">y</mi><mo mathvariant=""normal"">&rang;</mo></math>",⠠⠦,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo mathvariant=""normal"">&lang;</mo><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">,</mo><mi mathvariant=""italic"">y</mi><mo mathvariant=""normal"">&rang;</mo></math>",⠣,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">⟨</mi><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">,</mo><mi mathvariant=""italic"">y</mi><mi mathvariant=""normal"">⟩</mi></math>",,,,
left barred bracket,,,,,,,,,,,,⠨⠷,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">⟦</mi><mi mathvariant=""italic"">x</mi><mi mathvariant=""normal"">+</mi><mi mathvariant=""italic"">y</mi><mi mathvariant=""normal"">⟧</mi></math>",,,,,,,,,,
 left curly brace,{,⠸⠣,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo mathvariant=""normal"">{</mo><mi mathvariant=""normal"">y</mi><mi mathvariant=""normal"">=</mi><mi mathvariant=""normal"">z</mi><mo mathvariant=""normal"">}</mo></math>",⠪,"><math xmlns=""http://www.w3.org/1998/Math/MathML""><mo mathvariant=""normal"">{</mo><mi mathvariant=""normal"">x</mi><mi mathvariant=""normal"">+</mi><mi mathvariant=""normal"">y</mi><mo mathvariant=""normal"">}</mo></math>",⠐⠷,{x+y},⠐⠇,{x+y},⠐⠷,{x+y},⠨⠦,,⠯,{x+y},⠠⠷,{x+y},⠫,{x+y},⠪,{x+y},,
left enlarged angular parenthesis,,,,,,,,,,,,,,,,⠻⠠⠦,,,,,,,
left enlarged barred bracket,,,,,,,,,,,,,,,,,,,,,,,
left enlarged curly brace,,⠠⠸⠣,,,,,,,,,,⠸⠦,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfenced open=""{"" close=""""><mtable columnalign=""left""><mtr><mtd><mn>2</mn><mi>x</mi><mo>+</mo><mn>3</mn><mi>y</mi><mo>=</mo><mn>5</mn></mtd></mtr><mtr><mtd><mn>3</mn><mi>x</mi><mo>-</mo><mn>7</mn><mi>y</mi><mo>=</mo><mn>8</mn></mtd></mtr></mtable></mfenced><mspace linebreak=""newline""/></math>",,,⠻⠠⠷,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfenced open=""{"" close=""""><mtable columnalign=""left""><mtr><mtd><mi>x</mi><mo>+</mo><mi>y</mi><mo>=</mo><mn>3</mn></mtd></mtr><mtr><mtd><mn>2</mn><mi>x</mi><mo>+</mo><mn>3</mn><mi>y</mi><mo>=</mo><mn>8</mn></mtd></mtr></mtable></mfenced></math>",,,,,,
